query,intent,entities,response
Is the train from Manhattan to San Francisco running tomorrow?,status_query,"{'source': 'Manhattan', 'destination': 'San Francisco', 'date': 'tomorrow', 'time': 'afternoon', 'transport_mode': 'train'}","Yes, the train service from Manhattan to San Francisco is operating normally tomorrow."
What time is the next train from San Francisco to City Center this weekend evening?,schedule_query,"{'source': 'San Francisco', 'destination': 'City Center', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}",The next train from San Francisco to City Center departs at 9:15 AM on this weekend.
How do I get from Brooklyn to Central Park using metro?,route_query,"{'source': 'Brooklyn', 'destination': 'Central Park', 'date': 'today', 'time': 'morning', 'transport_mode': 'metro'}",You can take the metro from Brooklyn to Central Park. It usually takes about 73 minutes.
How do I get from Times Square to San Diego using train?,route_query,"{'source': 'Times Square', 'destination': 'San Diego', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'train'}",You can take the train from Times Square to San Diego. It usually takes about 71 minutes.
Is the train from Manhattan to Union Station running this weekend?,status_query,"{'source': 'Manhattan', 'destination': 'Union Station', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'train'}","Yes, the train service from Manhattan to Union Station is operating normally this weekend."
How do I get from Union Station to San Francisco using metro?,route_query,"{'source': 'Union Station', 'destination': 'San Francisco', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'metro'}",You can take the metro from Union Station to San Francisco. It usually takes about 21 minutes.
Is the train from Brooklyn to Union Station running tomorrow?,status_query,"{'source': 'Brooklyn', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'train'}","Yes, the train service from Brooklyn to Union Station is operating normally tomorrow."
How do I get from Downtown to Manhattan using bus?,route_query,"{'source': 'Downtown', 'destination': 'Manhattan', 'date': 'tomorrow', 'time': 'afternoon', 'transport_mode': 'bus'}",You can take the bus from Downtown to Manhattan. It usually takes about 65 minutes.
How do I get from City Center to Union Station using bus?,route_query,"{'source': 'City Center', 'destination': 'Union Station', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'bus'}",You can take the bus from City Center to Union Station. It usually takes about 86 minutes.
Is the train from Downtown to Central Park running tomorrow?,status_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'train'}","Yes, the train service from Downtown to Central Park is operating normally tomorrow."
Is the train from San Diego to San Francisco running tomorrow?,status_query,"{'source': 'San Diego', 'destination': 'San Francisco', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from San Diego to San Francisco is operating normally tomorrow."
Is the metro from City Center to Times Square running tomorrow?,status_query,"{'source': 'City Center', 'destination': 'Times Square', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'metro'}","Yes, the metro service from City Center to Times Square is operating normally tomorrow."
Is the train from Central Park to LA running this weekend?,status_query,"{'source': 'Central Park', 'destination': 'LA', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'train'}","Yes, the train service from Central Park to LA is operating normally this weekend."
What time is the next metro from San Francisco to Manhattan today afternoon?,schedule_query,"{'source': 'San Francisco', 'destination': 'Manhattan', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'metro'}",The next metro from San Francisco to Manhattan departs at 2:00 AM on today.
What time is the next metro from LA to Union Station tomorrow evening?,schedule_query,"{'source': 'LA', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'metro'}",The next metro from LA to Union Station departs at 6:45 PM on tomorrow.
What time is the next metro from San Francisco to Downtown next Monday early morning?,schedule_query,"{'source': 'San Francisco', 'destination': 'Downtown', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from San Francisco to Downtown departs at 1:15 AM on next Monday.
How do I get from Brooklyn to Union Station using metro?,route_query,"{'source': 'Brooklyn', 'destination': 'Union Station', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'metro'}",You can take the metro from Brooklyn to Union Station. It usually takes about 81 minutes.
What time is the next train from JFK Airport to Central Park this weekend morning?,schedule_query,"{'source': 'JFK Airport', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'train'}",The next train from JFK Airport to Central Park departs at 1:30 PM on this weekend.
How do I get from Times Square to Manhattan using train?,route_query,"{'source': 'Times Square', 'destination': 'Manhattan', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'train'}",You can take the train from Times Square to Manhattan. It usually takes about 77 minutes.
What time is the next metro from City Center to San Francisco today morning?,schedule_query,"{'source': 'City Center', 'destination': 'San Francisco', 'date': 'today', 'time': 'morning', 'transport_mode': 'metro'}",The next metro from City Center to San Francisco departs at 8:00 AM on today.
What time is the next bus from LA to JFK Airport tomorrow early morning?,schedule_query,"{'source': 'LA', 'destination': 'JFK Airport', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'bus'}",The next bus from LA to JFK Airport departs at 12:30 PM on tomorrow.
How do I get from San Diego to Times Square using metro?,route_query,"{'source': 'San Diego', 'destination': 'Times Square', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'metro'}",You can take the metro from San Diego to Times Square. It usually takes about 65 minutes.
Is the metro from JFK Airport to Manhattan running today?,status_query,"{'source': 'JFK Airport', 'destination': 'Manhattan', 'date': 'today', 'time': 'late night', 'transport_mode': 'metro'}","Yes, the metro service from JFK Airport to Manhattan is operating normally today."
How do I get from Central Park to Union Station using train?,route_query,"{'source': 'Central Park', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'night', 'transport_mode': 'train'}",You can take the train from Central Park to Union Station. It usually takes about 39 minutes.
Is the train from San Francisco to San Diego running tomorrow?,status_query,"{'source': 'San Francisco', 'destination': 'San Diego', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'train'}","Yes, the train service from San Francisco to San Diego is operating normally tomorrow."
What time is the next metro from San Francisco to JFK Airport next Monday afternoon?,schedule_query,"{'source': 'San Francisco', 'destination': 'JFK Airport', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'metro'}",The next metro from San Francisco to JFK Airport departs at 6:45 AM on next Monday.
What time is the next metro from Union Station to Manhattan tomorrow morning?,schedule_query,"{'source': 'Union Station', 'destination': 'Manhattan', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'metro'}",The next metro from Union Station to Manhattan departs at 4:30 AM on tomorrow.
What time is the next train from JFK Airport to Central Park this weekend evening?,schedule_query,"{'source': 'JFK Airport', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}",The next train from JFK Airport to Central Park departs at 3:15 PM on this weekend.
Is the bus from Times Square to Central Park running tomorrow?,status_query,"{'source': 'Times Square', 'destination': 'Central Park', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'bus'}","Yes, the bus service from Times Square to Central Park is operating normally tomorrow."
Is the bus from JFK Airport to San Francisco running today?,status_query,"{'source': 'JFK Airport', 'destination': 'San Francisco', 'date': 'today', 'time': 'late night', 'transport_mode': 'bus'}","Yes, the bus service from JFK Airport to San Francisco is operating normally today."
What time is the next train from Downtown to Central Park today afternoon?,schedule_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'train'}",The next train from Downtown to Central Park departs at 6:30 AM on today.
What time is the next bus from Downtown to LA tomorrow early morning?,schedule_query,"{'source': 'Downtown', 'destination': 'LA', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'bus'}",The next bus from Downtown to LA departs at 9:00 AM on tomorrow.
What time is the next train from Downtown to City Center today morning?,schedule_query,"{'source': 'Downtown', 'destination': 'City Center', 'date': 'today', 'time': 'morning', 'transport_mode': 'train'}",The next train from Downtown to City Center departs at 12:15 AM on today.
What time is the next train from San Diego to Union Station tomorrow late night?,schedule_query,"{'source': 'San Diego', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}",The next train from San Diego to Union Station departs at 2:15 PM on tomorrow.
What time is the next metro from Union Station to Times Square next Monday early morning?,schedule_query,"{'source': 'Union Station', 'destination': 'Times Square', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from Union Station to Times Square departs at 7:15 AM on next Monday.
What time is the next metro from JFK Airport to Brooklyn this weekend evening?,schedule_query,"{'source': 'JFK Airport', 'destination': 'Brooklyn', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'metro'}",The next metro from JFK Airport to Brooklyn departs at 6:15 PM on this weekend.
Is the train from Manhattan to Times Square running next Monday?,status_query,"{'source': 'Manhattan', 'destination': 'Times Square', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from Manhattan to Times Square is operating normally next Monday."
Is the metro from Union Station to San Diego running today?,status_query,"{'source': 'Union Station', 'destination': 'San Diego', 'date': 'today', 'time': 'early morning', 'transport_mode': 'metro'}","Yes, the metro service from Union Station to San Diego is operating normally today."
Is the train from Brooklyn to Manhattan running tomorrow?,status_query,"{'source': 'Brooklyn', 'destination': 'Manhattan', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from Brooklyn to Manhattan is operating normally tomorrow."
What time is the next train from San Diego to Union Station next Monday night?,schedule_query,"{'source': 'San Diego', 'destination': 'Union Station', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'train'}",The next train from San Diego to Union Station departs at 8:45 AM on next Monday.
Is the metro from LA to Times Square running tomorrow?,status_query,"{'source': 'LA', 'destination': 'Times Square', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'metro'}","Yes, the metro service from LA to Times Square is operating normally tomorrow."
How do I get from JFK Airport to Brooklyn using train?,route_query,"{'source': 'JFK Airport', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'train'}",You can take the train from JFK Airport to Brooklyn. It usually takes about 84 minutes.
Is the train from Central Park to San Diego running tomorrow?,status_query,"{'source': 'Central Park', 'destination': 'San Diego', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'train'}","Yes, the train service from Central Park to San Diego is operating normally tomorrow."
What time is the next train from Downtown to Central Park tomorrow morning?,schedule_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'train'}",The next train from Downtown to Central Park departs at 6:15 PM on tomorrow.
What time is the next metro from Times Square to JFK Airport this weekend evening?,schedule_query,"{'source': 'Times Square', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'metro'}",The next metro from Times Square to JFK Airport departs at 5:15 PM on this weekend.
Is the bus from San Diego to Times Square running tomorrow?,status_query,"{'source': 'San Diego', 'destination': 'Times Square', 'date': 'tomorrow', 'time': 'afternoon', 'transport_mode': 'bus'}","Yes, the bus service from San Diego to Times Square is operating normally tomorrow."
Is the metro from Manhattan to San Diego running today?,status_query,"{'source': 'Manhattan', 'destination': 'San Diego', 'date': 'today', 'time': 'late night', 'transport_mode': 'metro'}","Yes, the metro service from Manhattan to San Diego is operating normally today."
How do I get from Brooklyn to City Center using train?,route_query,"{'source': 'Brooklyn', 'destination': 'City Center', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'train'}",You can take the train from Brooklyn to City Center. It usually takes about 44 minutes.
What time is the next metro from Downtown to Times Square this weekend late night?,schedule_query,"{'source': 'Downtown', 'destination': 'Times Square', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'metro'}",The next metro from Downtown to Times Square departs at 12:15 AM on this weekend.
How do I get from Times Square to JFK Airport using metro?,route_query,"{'source': 'Times Square', 'destination': 'JFK Airport', 'date': 'next Monday', 'time': 'evening', 'transport_mode': 'metro'}",You can take the metro from Times Square to JFK Airport. It usually takes about 29 minutes.
How do I get from LA to Downtown using train?,route_query,"{'source': 'LA', 'destination': 'Downtown', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'train'}",You can take the train from LA to Downtown. It usually takes about 55 minutes.
What time is the next metro from JFK Airport to Union Station this weekend early morning?,schedule_query,"{'source': 'JFK Airport', 'destination': 'Union Station', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from JFK Airport to Union Station departs at 11:45 AM on this weekend.
Is the bus from Downtown to Central Park running today?,status_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'today', 'time': 'evening', 'transport_mode': 'bus'}","Yes, the bus service from Downtown to Central Park is operating normally today."
What time is the next bus from Union Station to San Diego today early morning?,schedule_query,"{'source': 'Union Station', 'destination': 'San Diego', 'date': 'today', 'time': 'early morning', 'transport_mode': 'bus'}",The next bus from Union Station to San Diego departs at 7:00 AM on today.
How do I get from Manhattan to JFK Airport using metro?,route_query,"{'source': 'Manhattan', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'metro'}",You can take the metro from Manhattan to JFK Airport. It usually takes about 22 minutes.
How do I get from LA to Manhattan using bus?,route_query,"{'source': 'LA', 'destination': 'Manhattan', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'bus'}",You can take the bus from LA to Manhattan. It usually takes about 42 minutes.
What time is the next bus from Times Square to Manhattan next Monday morning?,schedule_query,"{'source': 'Times Square', 'destination': 'Manhattan', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'bus'}",The next bus from Times Square to Manhattan departs at 9:30 PM on next Monday.
How do I get from Union Station to JFK Airport using metro?,route_query,"{'source': 'Union Station', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'metro'}",You can take the metro from Union Station to JFK Airport. It usually takes about 78 minutes.
Is the metro from Manhattan to LA running today?,status_query,"{'source': 'Manhattan', 'destination': 'LA', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'metro'}","Yes, the metro service from Manhattan to LA is operating normally today."
How do I get from JFK Airport to Times Square using train?,route_query,"{'source': 'JFK Airport', 'destination': 'Times Square', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'train'}",You can take the train from JFK Airport to Times Square. It usually takes about 24 minutes.
How do I get from Downtown to Central Park using train?,route_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}",You can take the train from Downtown to Central Park. It usually takes about 66 minutes.
What time is the next train from Central Park to Manhattan next Monday night?,schedule_query,"{'source': 'Central Park', 'destination': 'Manhattan', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'train'}",The next train from Central Park to Manhattan departs at 3:15 AM on next Monday.
What time is the next train from City Center to Brooklyn tomorrow night?,schedule_query,"{'source': 'City Center', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'night', 'transport_mode': 'train'}",The next train from City Center to Brooklyn departs at 3:45 PM on tomorrow.
How do I get from LA to Central Park using metro?,route_query,"{'source': 'LA', 'destination': 'Central Park', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'metro'}",You can take the metro from LA to Central Park. It usually takes about 26 minutes.
How do I get from Manhattan to Times Square using bus?,route_query,"{'source': 'Manhattan', 'destination': 'Times Square', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'bus'}",You can take the bus from Manhattan to Times Square. It usually takes about 54 minutes.
What time is the next bus from Central Park to San Francisco next Monday afternoon?,schedule_query,"{'source': 'Central Park', 'destination': 'San Francisco', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'bus'}",The next bus from Central Park to San Francisco departs at 9:00 PM on next Monday.
Is the metro from Brooklyn to Central Park running today?,status_query,"{'source': 'Brooklyn', 'destination': 'Central Park', 'date': 'today', 'time': 'evening', 'transport_mode': 'metro'}","Yes, the metro service from Brooklyn to Central Park is operating normally today."
How do I get from Central Park to Manhattan using metro?,route_query,"{'source': 'Central Park', 'destination': 'Manhattan', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'metro'}",You can take the metro from Central Park to Manhattan. It usually takes about 41 minutes.
What time is the next bus from Downtown to City Center today night?,schedule_query,"{'source': 'Downtown', 'destination': 'City Center', 'date': 'today', 'time': 'night', 'transport_mode': 'bus'}",The next bus from Downtown to City Center departs at 5:30 PM on today.
Is the train from Manhattan to LA running next Monday?,status_query,"{'source': 'Manhattan', 'destination': 'LA', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'train'}","Yes, the train service from Manhattan to LA is operating normally next Monday."
What time is the next bus from Central Park to City Center this weekend early morning?,schedule_query,"{'source': 'Central Park', 'destination': 'City Center', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'bus'}",The next bus from Central Park to City Center departs at 4:30 PM on this weekend.
How do I get from City Center to JFK Airport using bus?,route_query,"{'source': 'City Center', 'destination': 'JFK Airport', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'bus'}",You can take the bus from City Center to JFK Airport. It usually takes about 88 minutes.
Is the metro from Central Park to Union Station running tomorrow?,status_query,"{'source': 'Central Park', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'metro'}","Yes, the metro service from Central Park to Union Station is operating normally tomorrow."
Is the train from San Francisco to LA running tomorrow?,status_query,"{'source': 'San Francisco', 'destination': 'LA', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'train'}","Yes, the train service from San Francisco to LA is operating normally tomorrow."
What time is the next metro from Times Square to LA today evening?,schedule_query,"{'source': 'Times Square', 'destination': 'LA', 'date': 'today', 'time': 'evening', 'transport_mode': 'metro'}",The next metro from Times Square to LA departs at 11:15 AM on today.
Is the metro from City Center to JFK Airport running this weekend?,status_query,"{'source': 'City Center', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'metro'}","Yes, the metro service from City Center to JFK Airport is operating normally this weekend."
What time is the next train from Central Park to LA this weekend late night?,schedule_query,"{'source': 'Central Park', 'destination': 'LA', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'train'}",The next train from Central Park to LA departs at 7:00 PM on this weekend.
Is the metro from LA to Downtown running today?,status_query,"{'source': 'LA', 'destination': 'Downtown', 'date': 'today', 'time': 'night', 'transport_mode': 'metro'}","Yes, the metro service from LA to Downtown is operating normally today."
How do I get from LA to San Diego using bus?,route_query,"{'source': 'LA', 'destination': 'San Diego', 'date': 'tomorrow', 'time': 'afternoon', 'transport_mode': 'bus'}",You can take the bus from LA to San Diego. It usually takes about 68 minutes.
How do I get from LA to Brooklyn using train?,route_query,"{'source': 'LA', 'destination': 'Brooklyn', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'train'}",You can take the train from LA to Brooklyn. It usually takes about 61 minutes.
How do I get from San Francisco to Brooklyn using train?,route_query,"{'source': 'San Francisco', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'train'}",You can take the train from San Francisco to Brooklyn. It usually takes about 52 minutes.
What time is the next metro from LA to Brooklyn next Monday evening?,schedule_query,"{'source': 'LA', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'evening', 'transport_mode': 'metro'}",The next metro from LA to Brooklyn departs at 12:45 PM on next Monday.
What time is the next train from San Francisco to Downtown this weekend evening?,schedule_query,"{'source': 'San Francisco', 'destination': 'Downtown', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}",The next train from San Francisco to Downtown departs at 1:30 PM on this weekend.
How do I get from Times Square to Brooklyn using bus?,route_query,"{'source': 'Times Square', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'bus'}",You can take the bus from Times Square to Brooklyn. It usually takes about 20 minutes.
Is the train from San Diego to Times Square running next Monday?,status_query,"{'source': 'San Diego', 'destination': 'Times Square', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from San Diego to Times Square is operating normally next Monday."
How do I get from San Francisco to Times Square using bus?,route_query,"{'source': 'San Francisco', 'destination': 'Times Square', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'bus'}",You can take the bus from San Francisco to Times Square. It usually takes about 50 minutes.
What time is the next train from San Francisco to Manhattan tomorrow afternoon?,schedule_query,"{'source': 'San Francisco', 'destination': 'Manhattan', 'date': 'tomorrow', 'time': 'afternoon', 'transport_mode': 'train'}",The next train from San Francisco to Manhattan departs at 3:00 PM on tomorrow.
How do I get from JFK Airport to Central Park using bus?,route_query,"{'source': 'JFK Airport', 'destination': 'Central Park', 'date': 'today', 'time': 'late night', 'transport_mode': 'bus'}",You can take the bus from JFK Airport to Central Park. It usually takes about 88 minutes.
What time is the next metro from LA to Central Park this weekend early morning?,schedule_query,"{'source': 'LA', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from LA to Central Park departs at 3:30 PM on this weekend.
Is the metro from Brooklyn to Union Station running this weekend?,status_query,"{'source': 'Brooklyn', 'destination': 'Union Station', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'metro'}","Yes, the metro service from Brooklyn to Union Station is operating normally this weekend."
How do I get from Downtown to Union Station using bus?,route_query,"{'source': 'Downtown', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'bus'}",You can take the bus from Downtown to Union Station. It usually takes about 88 minutes.
Is the bus from City Center to Downtown running next Monday?,status_query,"{'source': 'City Center', 'destination': 'Downtown', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'bus'}","Yes, the bus service from City Center to Downtown is operating normally next Monday."
What time is the next metro from JFK Airport to San Diego tomorrow early morning?,schedule_query,"{'source': 'JFK Airport', 'destination': 'San Diego', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from JFK Airport to San Diego departs at 12:45 PM on tomorrow.
Is the bus from Downtown to Times Square running today?,status_query,"{'source': 'Downtown', 'destination': 'Times Square', 'date': 'today', 'time': 'late night', 'transport_mode': 'bus'}","Yes, the bus service from Downtown to Times Square is operating normally today."
What time is the next train from City Center to Manhattan today evening?,schedule_query,"{'source': 'City Center', 'destination': 'Manhattan', 'date': 'today', 'time': 'evening', 'transport_mode': 'train'}",The next train from City Center to Manhattan departs at 8:15 AM on today.
Is the train from City Center to Central Park running this weekend?,status_query,"{'source': 'City Center', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}","Yes, the train service from City Center to Central Park is operating normally this weekend."
How do I get from City Center to Central Park using bus?,route_query,"{'source': 'City Center', 'destination': 'Central Park', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'bus'}",You can take the bus from City Center to Central Park. It usually takes about 60 minutes.
How do I get from Manhattan to Downtown using metro?,route_query,"{'source': 'Manhattan', 'destination': 'Downtown', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'metro'}",You can take the metro from Manhattan to Downtown. It usually takes about 56 minutes.
How do I get from Union Station to Brooklyn using metro?,route_query,"{'source': 'Union Station', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'metro'}",You can take the metro from Union Station to Brooklyn. It usually takes about 55 minutes.
How do I get from Manhattan to San Francisco using metro?,route_query,"{'source': 'Manhattan', 'destination': 'San Francisco', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'metro'}",You can take the metro from Manhattan to San Francisco. It usually takes about 85 minutes.
Is the metro from Manhattan to JFK Airport running next Monday?,status_query,"{'source': 'Manhattan', 'destination': 'JFK Airport', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'metro'}","Yes, the metro service from Manhattan to JFK Airport is operating normally next Monday."
How do I get from Union Station to Manhattan using metro?,route_query,"{'source': 'Union Station', 'destination': 'Manhattan', 'date': 'today', 'time': 'night', 'transport_mode': 'metro'}",You can take the metro from Union Station to Manhattan. It usually takes about 26 minutes.
What time is the next bus from LA to Times Square today night?,schedule_query,"{'source': 'LA', 'destination': 'Times Square', 'date': 'today', 'time': 'night', 'transport_mode': 'bus'}",The next bus from LA to Times Square departs at 5:15 PM on today.
Is the train from Brooklyn to Manhattan running next Monday?,status_query,"{'source': 'Brooklyn', 'destination': 'Manhattan', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'train'}","Yes, the train service from Brooklyn to Manhattan is operating normally next Monday."
How do I get from Central Park to Manhattan using bus?,route_query,"{'source': 'Central Park', 'destination': 'Manhattan', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'bus'}",You can take the bus from Central Park to Manhattan. It usually takes about 65 minutes.
Is the train from San Diego to Union Station running today?,status_query,"{'source': 'San Diego', 'destination': 'Union Station', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'train'}","Yes, the train service from San Diego to Union Station is operating normally today."
How do I get from San Diego to Brooklyn using train?,route_query,"{'source': 'San Diego', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'train'}",You can take the train from San Diego to Brooklyn. It usually takes about 88 minutes.
What time is the next metro from Brooklyn to San Francisco today evening?,schedule_query,"{'source': 'Brooklyn', 'destination': 'San Francisco', 'date': 'today', 'time': 'evening', 'transport_mode': 'metro'}",The next metro from Brooklyn to San Francisco departs at 7:45 PM on today.
How do I get from Brooklyn to San Diego using metro?,route_query,"{'source': 'Brooklyn', 'destination': 'San Diego', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'metro'}",You can take the metro from Brooklyn to San Diego. It usually takes about 21 minutes.
What time is the next bus from Brooklyn to Central Park this weekend evening?,schedule_query,"{'source': 'Brooklyn', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'bus'}",The next bus from Brooklyn to Central Park departs at 6:30 PM on this weekend.
What time is the next bus from LA to Manhattan this weekend late night?,schedule_query,"{'source': 'LA', 'destination': 'Manhattan', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'bus'}",The next bus from LA to Manhattan departs at 12:00 AM on this weekend.
How do I get from Times Square to Union Station using train?,route_query,"{'source': 'Times Square', 'destination': 'Union Station', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'train'}",You can take the train from Times Square to Union Station. It usually takes about 47 minutes.
How do I get from LA to Downtown using bus?,route_query,"{'source': 'LA', 'destination': 'Downtown', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'bus'}",You can take the bus from LA to Downtown. It usually takes about 43 minutes.
What time is the next bus from Downtown to San Francisco this weekend afternoon?,schedule_query,"{'source': 'Downtown', 'destination': 'San Francisco', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'bus'}",The next bus from Downtown to San Francisco departs at 10:45 PM on this weekend.
Is the train from LA to Union Station running today?,status_query,"{'source': 'LA', 'destination': 'Union Station', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'train'}","Yes, the train service from LA to Union Station is operating normally today."
Is the metro from San Francisco to City Center running this weekend?,status_query,"{'source': 'San Francisco', 'destination': 'City Center', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'metro'}","Yes, the metro service from San Francisco to City Center is operating normally this weekend."
How do I get from Downtown to Brooklyn using train?,route_query,"{'source': 'Downtown', 'destination': 'Brooklyn', 'date': 'today', 'time': 'night', 'transport_mode': 'train'}",You can take the train from Downtown to Brooklyn. It usually takes about 67 minutes.
What time is the next train from San Francisco to Union Station tomorrow early morning?,schedule_query,"{'source': 'San Francisco', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'train'}",The next train from San Francisco to Union Station departs at 2:45 AM on tomorrow.
Is the metro from San Francisco to Brooklyn running tomorrow?,status_query,"{'source': 'San Francisco', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'metro'}","Yes, the metro service from San Francisco to Brooklyn is operating normally tomorrow."
What time is the next train from Manhattan to Times Square tomorrow night?,schedule_query,"{'source': 'Manhattan', 'destination': 'Times Square', 'date': 'tomorrow', 'time': 'night', 'transport_mode': 'train'}",The next train from Manhattan to Times Square departs at 6:45 AM on tomorrow.
